33,2004020016,F-0010,3,30000
33,2004020016,D-0033,1,12000
34,2004020016,D-0009,2,10000
34,2004020016,D-0039,2,16000
34,2004020016,G-0016,2,20000
35,2004020016,F-0013,1,2500
35,2004020016,V-0003,1,105000
36,2004020016,G-0024,3,12000
36,2004020016,D-0030,3,375000
36,2004020016,G-0006,5,70000
37,2004020016,D-0011,4,12000
37,2004020016,D-0006,5,35000
37,2004020016,G-0010,2,26000
38,2004020010,V-0005,2,1050000
38,2004020010,G-0032,1,10000
38,2004020010,G-0022,1,5000
38,2004020010,F-0025,2,4000
39,2004020010,F-0012,3,4500
39,2004020010,G-0013,4,10000
39,2004020010,F-0017,3,15000
40,2004020010,V-0006,2,24000
40,2004020010,G-0003,1,15000
40,2004020010,V-0004,4,1260000
41,2004020015,G-0003,1,15000
42,2004020015,G-0017,4,40000
42,2004020015,D-0001,5,25000
43,2004020015,F-0005,5,5000
43,2004020015,F-0019,1,2000
43,2004020015,F-0021,2,3000
43,2004020015,D-0023,4,40000
43,2004020015,F-0006,3,4500
44,2004020015,D-0026,3,9000
44,2004020015,D-0008,5,25000
45,2004020016,V-0007,4,96000
45,2004020016,D-0019,4,40000
45,2004020016,F-0022,3,6000
45,2004020016,D-0034,1,12000
46,2004020016,D-0016,3,6000
46,2004020016,G-0001,1,22000
46,2004020016,G-0021,4,60000
46,2004020016,F-0014,2,4000
47,2004020020,G-0012,3,7500
47,2004020020,F-0029,2,6000
48,2004020020,F-0005,1,1000
48,2004020020,G-0036,4,52000
48,2004020020,F-0008,1,12000
48,2004020020,F-0021,2,3000
49,2004020020,G-0030,3,39000
49,2004020020,G-0005,3,45000
49,2004020020,F-0019,5,10000
49,2004020020,F-0011,1,10000
50,2004020009,F-0010,3,30000
50,2004020009,D-0033,4,48000
50,2004020009,D-0009,5,25000
51,2004020009,D-0001,2,10000
51,2004020009,F-0005,5,5000
51,2004020009,F-0019,3,6000
51,2004020009,F-0021,5,7500
52,2004020009,D-0023,5,50000
52,2004020009,F-0006,3,4500
52,2004020009,D-0026,2,6000
53,2004020009,D-0008,4,20000
53,2004020009,V-0007,1,24000
53,2004020009,D-0019,5,50000
53,2004020009,F-0022,2,4000
53,2004020009,D-0034,3,36000
54,2004020009,D-0016,2,4000
54,2004020009,G-0001,2,44000
54,2004020009,G-0021,3,45000
55,2004020020,F-0014,5,10000
55,2004020020,G-0012,3,7500
55,2004020020,F-0029,2,6000
56,2004020020,F-0005,1,1000
56,2004020020,G-0036,3,39000
56,2004020020,F-0008,5,60000
57,2004020020,F-0021,4,6000
57,2004020020,G-0030,4,52000
57,2004020020,G-0005,1,15000
57,2004020020,F-0019,3,6000
58,2004020016,F-0011,2,20000
58,2004020016,F-0010,4,40000
58,2004020016,D-0033,1,12000
59,2004020016,D-0009,5,25000
59,2004020016,D-0039,3,24000
59,2004020016,G-0016,5,50000
60,2004020016,F-0013,3,7500
60,2004020016,V-0003,2,210000
61,2004020016,G-0024,5,20000
61,2004020016,D-0030,5,625000
61,2004020016,G-0006,5,70000
62,2004020016,D-0011,3,9000
62,2004020016,D-0006,3,21000
62,2004020016,G-0010,2,26000
63,2004020010,V-0005,1,525000
63,2004020010,G-0032,5,50000
63,2004020010,G-0022,4,20000
63,2004020010,F-0025,5,10000
64,2004020010,F-0012,1,1500
64,2004020010,G-0013,1,2500
64,2004020010,F-0017,2,10000
65,2004020010,V-0006,4,48000
65,2004020010,G-0003,5,75000
65,2004020010,V-0004,1,315000
66,2004020015,G-0003,1,15000
67,2004020015,G-0017,4,40000
67,2004020015,D-0001,5,25000
68,2004020015,F-0005,5,5000
68,2004020015,F-0019,1,2000
68,2004020015,F-0021,1,1500
68,2004020015,D-0023,2,20000
68,2004020015,F-0006,4,6000
69,2004020015,D-0026,5,15000
69,2004020015,D-0008,5,25000
70,2004020016,V-0007,2,48000
70,2004020016,D-0019,4,40000
70,2004020016,F-0022,3,6000
70,2004020016,D-0034,4,48000
71,2004020016,D-0016,5,10000
71,2004020016,G-0001,1,22000
71,2004020016,G-0021,3,45000
71,2004020016,F-0014,1,2000
72,2004020020,G-0012,4,10000
72,2004020020,F-0029,5,15000
73,2004020020,F-0005,3,3000
73,2004020020,G-0036,4,52000
73,2004020020,F-0008,4,48000
73,2004020020,F-0021,3,4500
74,2004020020,G-0030,2,26000
74,2004020020,G-0005,3,45000
74,2004020020,F-0019,3,6000
74,2004020020,F-0011,4,40000
75,2004020009,F-0010,1,10000
75,2004020009,D-0033,2,24000
75,2004020009,D-0009,5,25000
76,2004020009,D-0001,2,10000
76,2004020009,F-0005,5,5000
76,2004020009,F-0019,2,4000
76,2004020009,F-0021,3,4500
77,2004020009,D-0023,4,40000
77,2004020009,F-0006,1,1500
77,2004020009,D-0026,1,3000
78,2004020009,D-0008,5,25000
78,2004020009,V-0007,5,120000
78,2004020009,D-0019,5,50000
78,2004020009,F-0022,4,8000
78,2004020009,D-0034,4,48000
79,2004020009,D-0016,2,4000
79,2004020009,G-0001,1,22000
79,2004020009,G-0021,2,30000
80,2004020020,F-0014,2,4000
80,2004020020,G-0012,4,10000
80,2004020020,F-0029,4,12000
81,2004020020,F-0005,2,2000
81,2004020020,G-0036,4,52000
81,2004020020,F-0008,5,60000
82,2004020020,F-0021,1,1500
82,2004020020,G-0030,4,52000
82,2004020020,G-0005,3,45000
82,2004020020,F-0019,4,8000
83,2004020016,F-0011,4,40000
83,2004020016,F-0010,1,10000
83,2004020016,D-0033,3,36000
84,2004020016,D-0009,3,15000
84,2004020016,D-0039,5,40000
84,2004020016,G-0016,5,50000
85,2004020016,F-0013,5,12500
85,2004020016,V-0003,4,420000
86,2004020016,G-0024,5,20000
86,2004020016,D-0030,4,500000
86,2004020016,G-0006,3,42000
87,2004020016,D-0011,4,12000
87,2004020016,D-0006,4,28000
87,2004020016,G-0010,5,65000
88,2004020010,V-0005,2,1050000
88,2004020010,G-0032,3,30000
88,2004020010,G-0022,2,10000
88,2004020010,F-0025,2,4000
89,2004020010,F-0012,1,1500
89,2004020010,G-0013,1,2500
89,2004020010,F-0017,4,20000
90,2004020010,V-0006,4,48000
90,2004020010,G-0003,4,60000
90,2004020010,V-0004,5,1575000
91,2004020015,G-0003,2,30000
92,2004020015,G-0017,5,50000
92,2004020015,D-0001,4,20000
93,2004020015,F-0005,3,3000
93,2004020015,F-0019,1,2000
93,2004020015,F-0021,1,1500
93,2004020015,D-0023,4,40000
93,2004020015,F-0006,3,4500
94,2004020015,D-0026,5,15000
94,2004020015,D-0008,3,15000
95,2004020016,V-0007,5,120000
95,2004020016,D-0019,1,10000
95,2004020016,F-0022,4,8000
95,2004020016,D-0034,5,60000
96,2004020016,D-0016,3,6000
96,2004020016,G-0001,1,22000
96,2004020016,G-0021,4,60000
96,2004020016,F-0014,1,2000
97,2004020020,G-0012,5,12500
97,2004020020,F-0029,3,9000
98,2004020020,F-0005,2,2000
98,2004020020,G-0036,4,52000
98,2004020020,F-0008,3,36000
98,2004020020,F-0021,3,4500
99,2004020020,G-0030,1,13000
99,2004020020,G-0005,5,75000
99,2004020020,F-0019,1,2000
99,2004020020,F-0011,3,30000
100,2004020009,F-0010,2,20000
100,2004020009,D-0033,2,24000
100,2004020009,D-0009,3,15000
101,2004020009,D-0001,2,10000
101,2004020009,F-0005,5,5000
101,2004020009,F-0019,2,4000
101,2004020009,F-0021,2,3000
102,2004020009,D-0023,1,10000
102,2004020009,F-0006,2,3000
102,2004020009,D-0026,2,6000
103,2004020009,D-0008,1,5000
103,2004020009,V-0007,3,72000
103,2004020009,D-0019,3,30000
103,2004020009,F-0022,1,2000
103,2004020009,D-0034,4,48000
104,2004020009,D-0016,5,10000
104,2004020009,G-0001,3,66000
104,2004020009,G-0021,3,45000
105,2004020020,F-0014,1,2000
105,2004020020,G-0012,4,10000
105,2004020020,F-0029,2,6000
106,2004020020,F-0005,1,1000
106,2004020020,G-0036,5,65000
106,2004020020,F-0008,1,12000
107,2004020020,F-0021,4,6000
107,2004020020,G-0030,2,26000
107,2004020020,G-0005,4,60000
107,2004020020,F-0019,1,2000
108,2004020016,F-0011,4,40000
108,2004020016,F-0010,4,40000
108,2004020016,D-0033,1,12000
109,2004020016,D-0009,1,5000
109,2004020016,D-0039,5,40000
109,2004020016,G-0016,5,50000
110,2004020016,F-0013,4,10000
110,2004020016,V-0003,3,315000
111,2004020016,G-0024,2,8000
111,2004020016,D-0030,5,625000
111,2004020016,G-0006,4,56000
112,2004020016,D-0011,1,3000
112,2004020016,D-0006,3,21000
112,2004020016,G-0010,1,13000
113,2004020010,V-0005,5,2625000
113,2004020010,G-0032,4,40000
113,2004020010,G-0022,2,10000
113,2004020010,F-0025,3,6000
114,2004020010,F-0012,4,6000
114,2004020010,G-0013,3,7500
114,2004020010,F-0017,5,25000
115,2004020010,V-0006,4,48000
115,2004020010,G-0003,3,45000
115,2004020010,V-0004,5,1575000
116,2004020015,G-0003,2,30000
117,2004020015,G-0017,5,50000
117,2004020015,D-0001,4,20000
118,2004020015,F-0005,5,5000
118,2004020015,F-0019,2,4000
118,2004020015,F-0021,3,4500
118,2004020015,D-0023,5,50000
118,2004020015,F-0006,3,4500
119,2004020015,D-0026,3,9000
119,2004020015,D-0008,5,25000
120,2004020016,V-0007,4,96000
120,2004020016,D-0019,5,50000
120,2004020016,F-0022,2,4000
120,2004020016,D-0034,3,36000
121,2004020016,D-0016,4,8000
121,2004020016,G-0001,4,88000
121,2004020016,G-0021,4,60000
121,2004020016,F-0014,4,8000
122,2004020020,G-0012,1,2500
122,2004020020,F-0029,3,9000
123,2004020020,F-0005,1,1000
123,2004020020,G-0036,4,52000
123,2004020020,F-0008,4,48000
123,2004020020,F-0021,3,4500
124,2004020020,G-0030,3,39000
124,2004020020,G-0005,4,60000
124,2004020020,F-0019,4,8000
124,2004020020,F-0011,1,10000
125,2004020009,F-0010,1,10000
125,2004020009,D-0033,5,60000
125,2004020009,D-0009,1,5000
126,2004020009,D-0001,2,10000
126,2004020009,F-0005,5,5000
126,2004020009,F-0019,2,4000
126,2004020009,F-0021,4,6000
127,2004020009,D-0023,2,20000
127,2004020009,F-0006,2,3000
127,2004020009,D-0026,1,3000
128,2004020009,D-0008,5,25000
128,2004020009,V-0007,3,72000
128,2004020009,D-0019,1,10000
128,2004020009,F-0022,1,2000
128,2004020009,D-0034,1,12000
129,2004020009,D-0016,4,8000
129,2004020009,G-0001,3,66000
129,2004020009,G-0021,4,60000
130,2004020020,F-0014,1,2000
130,2004020020,G-0012,1,2500
130,2004020020,F-0029,5,15000
131,2004020020,F-0005,4,4000
131,2004020020,G-0036,3,39000
131,2004020020,F-0008,5,60000
132,2004020020,F-0021,5,7500
132,2004020020,G-0030,2,26000
132,2004020020,G-0005,4,60000
132,2004020020,F-0019,2,4000
133,2004020016,F-0011,3,30000
133,2004020016,F-0010,5,50000
133,2004020016,D-0033,5,60000
134,2004020016,D-0001,2,10000
134,2004020016,F-0005,5,5000
134,2004020016,F-0019,5,10000
135,2004020016,F-0021,2,3000
135,2004020016,D-0023,1,10000
136,2004020016,F-0006,1,1500
136,2004020016,D-0026,3,9000
136,2004020016,D-0008,2,10000
137,2004020016,V-0007,5,120000
137,2004020016,D-0019,2,20000
137,2004020016,F-0022,5,10000
138,2004020010,D-0034,2,24000
138,2004020010,D-0016,2,4000
138,2004020010,G-0001,1,22000
138,2004020010,G-0021,5,75000
139,2004020010,F-0014,2,4000
139,2004020010,G-0012,3,7500
139,2004020010,F-0029,2,6000
140,2004020010,F-0005,2,2000
140,2004020010,G-0036,3,39000
140,2004020010,F-0008,4,48000
141,2004020015,F-0021,4,6000
142,2004020015,G-0030,4,52000
142,2004020015,G-0005,5,75000
143,2004020015,F-0019,4,8000
143,2004020015,F-0011,1,10000
143,2004020015,F-0010,1,10000
143,2004020015,D-0033,4,48000
143,2004020015,D-0009,4,20000
144,2004020015,D-0039,5,40000
144,2004020015,G-0016,1,10000
145,2004020016,F-0013,2,5000
145,2004020016,V-0003,2,210000
145,2004020016,G-0024,3,12000
145,2004020016,D-0030,5,625000
146,2004020016,G-0006,2,28000
146,2004020016,D-0011,3,9000
146,2004020016,D-0006,4,28000
146,2004020016,G-0010,3,39000
147,2004020020,V-0005,5,2625000
147,2004020020,G-0032,1,10000
148,2004020020,G-0022,4,20000
148,2004020020,F-0025,1,2000
148,2004020020,F-0012,2,3000
148,2004020020,G-0013,4,10000
149,2004020020,F-0017,5,25000
149,2004020020,V-0006,5,60000
149,2004020020,G-0003,3,45000
149,2004020020,V-0004,3,945000
150,2004020009,G-0003,3,45000
150,2004020009,G-0017,1,10000
150,2004020009,D-0001,1,5000
151,2004020009,F-0005,4,4000
151,2004020009,F-0019,5,10000
151,2004020009,F-0021,4,6000
151,2004020009,D-0023,5,50000
152,2004020009,F-0006,4,6000
152,2004020009,D-0026,3,9000
152,2004020009,D-0008,5,25000
153,2004020009,V-0007,4,96000
153,2004020009,D-0019,1,10000
153,2004020009,F-0022,3,6000
153,2004020009,D-0034,4,48000
153,2004020009,D-0016,5,10000
154,2004020009,G-0001,3,66000
154,2004020009,G-0021,1,15000
154,2004020009,F-0014,4,8000
155,2004020020,G-0012,2,5000
155,2004020020,F-0029,2,6000
155,2004020020,F-0005,5,5000
156,2004020020,G-0036,4,52000
156,2004020020,F-0008,1,12000
156,2004020020,F-0021,2,3000
157,2004020020,G-0030,3,39000
157,2004020020,G-0005,3,45000
157,2004020020,F-0019,3,6000
157,2004020020,F-0011,1,10000
158,2004020016,F-0010,3,30000
158,2004020016,D-0033,1,12000
158,2004020016,D-0009,3,15000
159,2004020016,D-0001,2,10000
159,2004020016,F-0005,5,5000
159,2004020016,F-0019,2,4000
160,2004020016,F-0021,2,3000
160,2004020016,D-0023,5,50000
161,2004020016,F-0006,4,6000
161,2004020016,D-0026,4,12000
161,2004020016,D-0008,1,5000
162,2004020016,V-0007,5,120000
162,2004020016,D-0019,3,30000
162,2004020016,F-0022,2,4000
163,2004020010,D-0034,1,12000
163,2004020010,D-0016,5,10000
163,2004020010,G-0001,3,66000
163,2004020010,G-0021,1,15000
164,2004020010,F-0014,2,4000
164,2004020010,G-0012,4,10000
164,2004020010,F-0029,5,15000
165,2004020010,F-0005,4,4000
165,2004020010,G-0036,3,39000
165,2004020010,F-0008,4,48000
166,2004020015,F-0021,4,6000
167,2004020015,G-0030,1,13000
167,2004020015,G-0005,3,45000
168,2004020015,F-0019,5,10000
168,2004020015,F-0011,5,50000
168,2004020015,F-0010,3,30000
168,2004020015,D-0033,1,12000
168,2004020015,D-0009,2,10000
169,2004020015,D-0039,2,16000
169,2004020015,G-0016,2,20000
170,2004020016,F-0013,1,2500
170,2004020016,V-0003,1,105000
170,2004020016,G-0024,3,12000
170,2004020016,D-0030,3,375000
171,2004020016,G-0006,5,70000
171,2004020016,D-0011,4,12000
171,2004020016,D-0006,5,35000
171,2004020016,G-0010,2,26000
172,2004020020,V-0005,2,1050000
172,2004020020,G-0032,1,10000
173,2004020020,G-0022,1,5000
173,2004020020,F-0025,2,4000
173,2004020020,F-0012,3,4500
173,2004020020,G-0013,4,10000
174,2004020020,F-0017,3,15000
174,2004020020,V-0006,2,24000
174,2004020020,G-0003,1,15000
174,2004020020,V-0004,4,1260000
175,2004020009,G-0003,1,15000
175,2004020009,G-0017,4,40000
175,2004020009,D-0001,5,25000
176,2004020009,F-0005,5,5000
176,2004020009,F-0019,1,2000
176,2004020009,F-0021,2,3000
176,2004020009,D-0023,4,40000
177,2004020009,F-0006,3,4500
177,2004020009,D-0026,3,9000
177,2004020009,D-0008,5,25000
178,2004020009,V-0007,4,96000
178,2004020009,D-0019,4,40000
178,2004020009,F-0022,3,6000
178,2004020009,D-0034,1,12000
178,2004020009,D-0016,3,6000
179,2004020009,G-0001,1,22000
179,2004020009,G-0021,4,60000
179,2004020009,F-0014,2,4000
180,2004020020,G-0012,3,7500
180,2004020020,F-0029,2,6000
180,2004020020,F-0005,1,1000
181,2004020020,G-0036,4,52000
181,2004020020,F-0008,1,12000
181,2004020020,F-0021,2,3000
182,2004020020,G-0030,3,39000
182,2004020020,G-0005,3,45000
182,2004020020,F-0019,5,10000
182,2004020020,F-0011,1,10000
183,2004020016,F-0010,3,30000
183,2004020016,D-0033,4,48000
183,2004020016,D-0009,5,25000
184,2004020016,D-0001,2,10000
184,2004020016,F-0005,5,5000
184,2004020016,F-0019,3,6000
185,2004020016,F-0021,5,7500
185,2004020016,D-0023,5,50000
186,2004020016,F-0006,3,4500
186,2004020016,D-0026,2,6000
186,2004020016,D-0008,4,20000
187,2004020016,V-0007,1,24000
187,2004020016,D-0019,5,50000
187,2004020016,F-0022,2,4000
188,2004020010,D-0034,3,36000
188,2004020010,D-0016,2,4000
188,2004020010,G-0001,2,44000
188,2004020010,G-0021,3,45000
189,2004020010,F-0014,5,10000
189,2004020010,G-0012,3,7500
189,2004020010,F-0029,2,6000
190,2004020010,F-0005,1,1000
190,2004020010,G-0036,3,39000
190,2004020010,F-0008,5,60000
191,2004020015,F-0021,4,6000
192,2004020015,G-0030,4,52000
192,2004020015,G-0005,1,15000
193,2004020015,F-0019,3,6000
193,2004020015,F-0011,2,20000
193,2004020015,F-0010,4,40000
193,2004020015,D-0033,1,12000
193,2004020015,D-0009,5,25000
194,2004020015,D-0039,3,24000
194,2004020015,G-0016,5,50000
195,2004020016,F-0013,3,7500
195,2004020016,V-0003,2,210000
195,2004020016,G-0024,5,20000
195,2004020016,D-0030,5,625000
196,2004020016,G-0006,5,70000
196,2004020016,D-0011,3,9000
196,2004020016,D-0006,3,21000
196,2004020016,G-0010,2,26000
197,2004020020,V-0005,1,525000
197,2004020020,G-0032,5,50000
198,2004020020,G-0022,4,20000
198,2004020020,F-0025,5,10000
198,2004020020,F-0012,1,1500
198,2004020020,G-0013,1,2500
199,2004020020,F-0017,2,10000
199,2004020020,V-0006,4,48000
199,2004020020,G-0003,5,75000
199,2004020020,V-0004,1,315000
200,2004020009,G-0003,1,15000
200,2004020009,G-0017,4,40000
200,2004020009,D-0001,5,25000
201,2004020009,F-0005,5,5000
201,2004020009,F-0019,1,2000
201,2004020009,F-0021,1,1500
201,2004020009,D-0023,2,20000
202,2004020009,F-0006,4,6000
202,2004020009,D-0026,5,15000
202,2004020009,D-0008,5,25000
203,2004020009,V-0007,2,48000
203,2004020009,D-0019,4,40000
203,2004020009,F-0022,3,6000
203,2004020009,D-0034,4,48000
203,2004020009,D-0016,5,10000
204,2004020009,G-0001,1,22000
204,2004020009,G-0021,3,45000
204,2004020009,F-0014,1,2000
205,2004020020,G-0012,4,10000
205,2004020020,F-0029,5,15000
205,2004020020,F-0005,3,3000
206,2004020020,G-0036,4,52000
206,2004020020,F-0008,4,48000
206,2004020020,F-0021,3,4500
207,2004020020,G-0030,2,26000
207,2004020020,G-0005,3,45000
207,2004020020,F-0019,3,6000
207,2004020020,F-0011,4,40000
208,2004020016,F-0010,1,10000
208,2004020016,D-0033,2,24000
208,2004020016,D-0009,5,25000
209,2004020016,D-0001,2,10000
209,2004020016,F-0005,5,5000
209,2004020016,F-0019,2,4000
210,2004020016,F-0021,3,4500
210,2004020016,D-0023,4,40000
211,2004020016,F-0006,1,1500
211,2004020016,D-0026,1,3000
211,2004020016,D-0008,5,25000
212,2004020016,V-0007,5,120000
212,2004020016,D-0019,5,50000
212,2004020016,F-0022,4,8000
213,2004020010,D-0034,4,48000
213,2004020010,D-0016,2,4000
213,2004020010,G-0001,1,22000
213,2004020010,G-0021,2,30000
214,2004020010,F-0014,2,4000
214,2004020010,G-0012,4,10000
214,2004020010,F-0029,4,12000
215,2004020010,F-0005,2,2000
215,2004020010,G-0036,4,52000
215,2004020010,F-0008,5,60000
216,2004020015,F-0021,1,1500
217,2004020015,G-0030,4,52000
217,2004020015,G-0005,3,45000
218,2004020015,F-0019,4,8000
218,2004020015,F-0011,4,40000
218,2004020015,F-0010,1,10000
218,2004020015,D-0033,3,36000
218,2004020015,D-0009,3,15000
219,2004020015,D-0039,5,40000
219,2004020015,G-0016,5,50000
220,2004020016,F-0013,5,12500
220,2004020016,V-0003,4,420000
220,2004020016,G-0024,5,20000
220,2004020016,D-0030,4,500000
221,2004020016,G-0006,3,42000
221,2004020016,D-0011,4,12000
221,2004020016,D-0006,4,28000
221,2004020016,G-0010,5,65000
222,2004020020,V-0005,2,1050000
222,2004020020,G-0032,3,30000
223,2004020020,G-0022,2,10000
223,2004020020,F-0025,2,4000
223,2004020020,F-0012,1,1500
223,2004020020,G-0013,1,2500
224,2004020020,F-0017,4,20000
224,2004020020,V-0006,4,48000
224,2004020020,G-0003,4,60000
224,2004020020,V-0004,5,1575000
225,2004020009,G-0003,2,30000
225,2004020009,G-0017,5,50000
225,2004020009,D-0001,4,20000
226,2004020009,F-0005,3,3000
226,2004020009,F-0019,1,2000
226,2004020009,F-0021,1,1500
226,2004020009,D-0023,4,40000
227,2004020009,F-0006,3,4500
227,2004020009,D-0026,5,15000
227,2004020009,D-0008,3,15000
228,2004020009,V-0007,5,120000
228,2004020009,D-0019,1,10000
228,2004020009,F-0022,4,8000
228,2004020009,D-0034,5,60000
228,2004020009,D-0016,3,6000
229,2004020009,G-0001,1,22000
229,2004020009,G-0021,4,60000
229,2004020009,F-0014,1,2000
230,2004020020,G-0012,5,12500
230,2004020020,F-0029,3,9000
230,2004020020,F-0005,2,2000
231,2004020020,G-0036,4,52000
231,2004020020,F-0008,3,36000
231,2004020020,F-0021,3,4500
232,2004020020,G-0030,1,13000
232,2004020020,G-0005,5,75000
232,2004020020,F-0019,1,2000
232,2004020020,F-0011,3,30000
233,2004020016,F-0010,2,20000
233,2004020016,D-0033,2,24000
233,2004020016,D-0009,3,15000
234,2004020016,D-0001,2,10000
234,2004020016,F-0005,5,5000
234,2004020016,F-0019,2,4000
235,2004020016,F-0021,2,3000
235,2004020016,D-0023,1,10000
236,2004020016,F-0006,2,3000
236,2004020016,D-0026,2,6000
236,2004020016,D-0008,1,5000
237,2004020016,V-0007,3,72000
237,2004020016,D-0019,3,30000
237,2004020016,F-0022,1,2000
238,2004020010,D-0034,4,48000
238,2004020010,D-0016,5,10000
238,2004020010,G-0001,3,66000
238,2004020010,G-0021,3,45000
239,2004020010,F-0014,1,2000
239,2004020010,G-0012,4,10000
239,2004020010,F-0029,2,6000
240,2004020010,F-0005,1,1000
240,2004020010,G-0036,5,65000
240,2004020010,F-0008,1,12000
241,2004020015,F-0021,4,6000
242,2004020015,G-0030,2,26000
242,2004020015,G-0005,4,60000
243,2004020015,F-0019,1,2000
243,2004020015,F-0011,4,40000
243,2004020015,F-0010,4,40000
243,2004020015,D-0033,1,12000
243,2004020015,D-0009,1,5000
244,2004020015,D-0039,5,40000
244,2004020015,G-0016,5,50000
245,2004020016,F-0013,4,10000
245,2004020016,V-0003,3,315000
245,2004020016,G-0024,2,8000
245,2004020016,D-0030,5,625000
246,2004020016,G-0006,4,56000
246,2004020016,D-0011,1,3000
246,2004020016,D-0006,3,21000
246,2004020016,G-0010,1,13000
247,2004020020,V-0005,5,2625000
247,2004020020,G-0032,4,40000
248,2004020020,G-0022,2,10000
248,2004020020,F-0025,3,6000
248,2004020020,F-0012,4,6000
248,2004020020,G-0013,3,7500
249,2004020020,F-0017,5,25000
249,2004020020,V-0006,4,48000
249,2004020020,G-0003,3,45000
249,2004020020,V-0004,5,1575000
250,2004020009,G-0003,2,30000
250,2004020009,G-0017,5,50000
250,2004020009,D-0001,4,20000
251,2004020009,F-0005,5,5000
251,2004020009,F-0019,2,4000
251,2004020009,F-0021,3,4500
251,2004020009,D-0023,5,50000
252,2004020009,F-0006,3,4500
252,2004020009,D-0026,3,9000
252,2004020009,D-0008,5,25000
253,2004020009,V-0007,4,96000
253,2004020009,D-0019,5,50000
253,2004020009,F-0022,2,4000
253,2004020009,D-0034,3,36000
253,2004020009,D-0016,4,8000
254,2004020009,G-0001,4,88000
254,2004020009,G-0021,4,60000
254,2004020009,F-0014,4,8000
255,2004020020,G-0012,1,2500
255,2004020020,F-0029,3,9000
255,2004020020,F-0005,1,1000
256,2004020020,G-0036,4,52000
256,2004020020,F-0008,4,48000
256,2004020020,F-0021,3,4500
257,2004020020,G-0030,3,39000
